Epoch, Wall Time, Epoch time, Train_loss, Train_top_1, Test_loss, Test_top_1
1,47.188522040000066,47.188522040000066,1.9840342983260484, 31.118, 1.5684382960766177, 42.66
2,92.33208703599996,45.143564995999895,1.4523152576383118, 46.93, 1.3726691626295258, 50.93
3,138.66299987900004,46.33091284300008,1.205034377172475, 56.824, 1.1769542075410675, 59.74
4,184.42471642399994,45.7617165449999,0.9820278770173602, 65.306, 1.0482674761663509, 64.62
5,230.400215194,45.97549877000006,0.799710204076889, 71.742, 1.027392353438124, 67.24
6,275.06089365900004,44.660678465000046,0.656159837303869, 76.906, 0.9048340961902956, 70.76
7,319.45892228900004,44.39802863,0.5315760379404668, 81.352, 0.8963584816908534, 71.79
8,363.352236266,43.893313976999934,0.4366526081205329, 84.664, 0.96405265980129, 72.44
9,407.17829123800004,43.826054972000065,0.3593644948337999, 87.45, 0.9690387905398502, 73.0
10,450.835832158,43.657540919999974,0.2803740094194327, 89.978, 0.9607137479359591, 74.32
11,494.890986796,44.055154637999976,0.22509319648680176, 92.144, 1.0691183707382106, 74.01
12,539.025746462,44.134759666000036,0.17358101959652303, 93.786, 1.142824666409553, 74.57
13,583.277307165,44.251560702999996,0.14128862080328605, 95.076, 1.2272126237048377, 74.44
14,628.1574109649999,44.880103799999915,0.12226976502848708, 95.692, 1.1363495520398588, 76.37
15,672.966801333,44.809390368000095,0.10097938318691595, 96.462, 1.106488525112973, 77.03
16,718.1073560819999,45.140554748999875,0.09045213873467177, 96.85, 1.1313912679877463, 76.79
17,762.5344899830001,44.42713390100016,0.07892731033370394, 97.288, 1.1726245940486086, 76.44
18,806.265647366,43.73115738299998,0.07121744268881086, 97.466, 1.060079875248897, 78.36
19,849.655930881,43.390283514999965,0.0618581794740637, 97.846, 1.0774259680434117, 78.69
20,893.646283661,43.99035277999997,0.05709622927781795, 98.05, 1.1311985608897632, 77.51
21,937.6548060199999,44.008522358999926,0.05573343305998599, 98.164, 1.0816127318370192, 78.55
22,981.858270181,44.203464161000056,0.052349918582679136, 98.246, 1.042922391921659, 78.2
23,1026.018385812,44.16011563099994,0.05432587214971862, 98.08, 1.1829497082323968, 76.78
24,1070.4474877470002,44.42910193500029,0.05196863838859722, 98.258, 1.0651624859133852, 77.84
25,1114.823107924,44.375620176999746,0.05061729492731583, 98.218, 1.078837384151507, 78.36
26,1159.176499392,44.353391468000154,0.050584794288915595, 98.284, 1.042514439625076, 78.81
27,1203.8310393030001,44.65453991100003,0.05335242974409914, 98.188, 1.035615999487382, 78.56
28,1248.7941961010001,44.963156798,0.04913606637221811, 98.334, 1.048311061496976, 78.46
29,1293.6325576590002,44.83836155800009,0.05061101007615895, 98.254, 1.0643998316571683, 77.87
30,1338.7562573200003,45.123699661000046,0.04483017614325675, 98.51, 1.0819936311697658, 78.19
31,1382.94163238,44.18537505999984,0.04623937634917934, 98.41, 1.178489252736297, 76.11
32,1427.279795077,44.338162696999916,0.05151391806214324, 98.268, 1.0604241580902776, 77.76
33,1471.8820591530002,44.60226407600021,0.04527738664770865, 98.536, 1.0506758301318446, 78.54
34,1517.1431384810003,45.26107932800005,0.04360784141375395, 98.544, 1.1744658094418199, 75.85
35,1562.0655892180002,44.92245073699996,0.04548415803657773, 98.482, 1.0385435110406032, 78.0
36,1606.996342773,44.93075355499968,0.047633229508338606, 98.336, 1.0438756693767597, 77.68
37,1651.7938690330002,44.79752626000027,0.04865599755802766, 98.314, 0.9722481362427338, 78.42
38,1696.4954884630001,44.70161942999994,0.05122190547744979, 98.226, 1.0246526832822003, 78.73
39,1740.530248467,44.03476000399996,0.03925839934826774, 98.662, 1.0041075541248805, 78.44
40,1785.600998243,45.07074977599996,0.04853057887290826, 98.31, 1.0371391411069073, 78.45
41,1830.9312949190003,45.330296676000216,0.04414932743962997, 98.494, 1.0418979714188394, 78.38
42,1875.89920135,44.96790643099985,0.04529919717198862, 98.468, 1.0753111718576165, 77.91
43,1920.843464005,44.944262654999875,0.044209977806024155, 98.56, 1.0562558445749404, 77.69
44,1966.4422954760003,45.59883147100027,0.04894184871502887, 98.308, 0.9581439200835892, 79.25
45,2011.3301719280003,44.887876452,0.04753783766401794, 98.408, 1.0153540078597734, 78.75
46,2055.702616939,44.372445010999854,0.03690080431973576, 98.796, 0.9702327500415754, 79.13
47,2100.783067033,45.08045009399984,0.04118431749208199, 98.622, 1.0427249473861502, 78.17
48,2145.054738533,44.27167150000014,0.04419707617117449, 98.512, 0.9691631130025357, 79.41
49,2189.946093123,44.89135458999999,0.03881758171231355, 98.73, 1.0588127238840996, 77.93
50,2236.051772507,46.105679383999814,0.04846807262119468, 98.358, 0.9390204371530798, 79.03

latency,3.926198089122772,in ms
