Epoch, Wall Time, Epoch time, Train_loss, Train_top_1, Test_loss, Test_top_1
1,46.750643826999294,46.750643826999294,2.0980899946768874, 25.512, 1.681686845006822, 36.71
2,90.68765499499932,43.937011168000026,1.6384787663169529, 38.356, 1.4924341983433012, 43.87
3,135.22966926999652,44.5420142749972,1.4571052064066348, 46.262, 1.3703742691233187, 50.83
4,180.30148766999991,45.071818400003394,1.2764960449674856, 53.554, 1.2174604640731328, 56.99
5,224.58956909099652,44.288081420996605,1.0748029858864787, 61.746, 1.021058872530732, 64.09
6,269.063815608999,44.474246518002474,0.9263148573048584, 67.296, 0.8606989926929716, 69.93
7,313.7561557329973,44.69234012399829,0.8122670962987348, 71.364, 0.8039474434490446, 72.52
8,358.8804977869986,45.12434205400132,0.7162412768587127, 75.074, 0.7180867972253244, 75.28
9,403.68402552399857,44.80352773699997,0.6342261668361361, 77.842, 0.6126034157940105, 78.93
10,448.80576670499795,45.12174118099938,0.5702259428513324, 80.182, 0.6045485316198084, 79.43
11,494.4241480719975,45.61838136699953,0.5201336686568492, 82.072, 0.5992277185373669, 79.75
12,539.180729544998,44.75658147300055,0.47903689947884404, 83.43, 0.6072234647183479, 79.98
13,583.8547927449981,44.67406320000009,0.44809652910665476, 84.376, 0.5325133842003497, 82.25
14,628.159997404,44.3052046590019,0.4196451550630657, 85.372, 0.49047897397717344, 84.16
15,672.4914308189982,44.33143341499817,0.3931152096489811, 86.356, 0.4895355833482139, 83.88
16,716.5444616309978,44.05303081199963,0.3643511477714914, 87.342, 0.49702561580682103, 84.21
17,760.8206308529989,44.276169222001045,0.34637924422845817, 87.854, 0.46566150214853164, 84.95
18,805.018977716998,44.19834686399918,0.3342012932614597, 88.448, 0.40787335098544253, 86.42
19,848.6988926259983,43.67991490900022,0.30971111620173736, 89.116, 0.4433311510689651, 85.78
20,892.4577489949988,43.75885636900057,0.2888032311330671, 90.05, 0.4409769762165939, 86.01
21,936.0871758009998,43.62942680600099,0.27770641244128536, 90.384, 0.39802728121793723, 87.25
22,979.9036601349981,43.81648433399823,0.2649171044835654, 90.856, 0.42991093404685393, 86.1
23,1023.8401665029996,43.936506368001574,0.249707796937212, 91.336, 0.39763703150085256, 87.24
24,1067.8629376309982,44.02277112799857,0.24080957386576002, 91.592, 0.4915137143829201, 85.71
25,1112.156448128997,44.293510497998795,0.2304760208901237, 91.816, 0.44927173513400404, 86.46
26,1155.6164341949989,43.459986066001875,0.2220868365005459, 92.252, 0.4278256602679627, 86.76
27,1199.2210421179989,43.604607923,0.20825995607754152, 92.72, 0.38413960326321517, 87.75
28,1242.6767169259983,43.45567480799946,0.20477824589556745, 92.794, 0.45149480240254464, 86.38
29,1286.2767714999973,43.60005457399893,0.19662340797121872, 93.1, 0.3930250064858907, 88.25
30,1330.0532491129998,43.7764776130025,0.18469944344762038, 93.61, 0.46623796262318573, 86.4
31,1374.0343507629987,43.98110164999889,0.18349468546069186, 93.51, 0.37931984078280534, 88.24
32,1417.7747299249968,43.740379161998135,0.17637799069514054, 93.74, 0.4037283553352839, 88.03
33,1461.809855624997,44.03512570000021,0.17071194787655036, 93.99, 0.37172100683556325, 88.9
34,1505.268070924998,43.45821530000103,0.16641317548997261, 94.134, 0.3742223050020918, 88.91
35,1548.969647848,43.701576923001994,0.15543026723863218, 94.538, 0.39026970388014104, 88.64
36,1592.970624190999,44.00097634299891,0.1606689660769442, 94.356, 0.4684641661146019, 86.39
37,1636.452048059,43.481423868001,0.1493416949249137, 94.774, 0.4483681262671193, 87.77
38,1680.0113156339976,43.55926757499765,0.14743692613661746, 94.76, 0.44072913312459294, 87.45
39,1849.0368048899982,169.02548925600058,0.14671123368889474, 94.824, 0.4309559407867963, 87.99
40,1892.1397733199992,43.102968430001056,0.1413518553957, 95.086, 0.39413644580901425, 88.54
41,1935.315145266999,43.1753719469998,0.1376000234233144, 95.102, 0.3877466171979904, 88.65
42,1978.655179350997,43.340034083998034,0.13389886925211342, 95.288, 0.3947696748036372, 88.6
43,2021.9419073679965,43.286728016999405,0.13599970425143265, 95.206, 0.4622141356709637, 87.74
44,2065.6991494249996,43.75724205700317,0.13228887881693022, 95.334, 0.3923260228166097, 89.21
45,2109.000724264999,43.301574839999375,0.13142945286829757, 95.44, 0.45992424518247194, 87.71
46,2152.5582173669973,43.55749310199826,0.12688666854596808, 95.658, 0.42343460174301, 88.22
47,2196.145832080998,43.587614714000665,0.12331149933854942, 95.716, 0.4255201954253112, 88.29
48,2239.914848532997,43.76901645199905,0.12332975227014183, 95.756, 0.4357841116718099, 88.34
49,2283.649353679997,43.734505147000164,0.1218488000314254, 95.664, 0.43901686615581753, 88.25
50,2327.1671019139976,43.517748234000464,0.11986152893480133, 95.83, 0.42856114178518706, 88.1

latency,3.9684563207626344,in ms
